Geographic Area,City,Median Income
AZ,Cordes Lakes CDP,30815
AZ,Cornfields CDP,21250
AZ,Cornville CDP,38900
AZ,Corona de Tucson CDP,90231
AZ,Cottonwood CDP,41875
AZ,Cottonwood,36440
AZ,Cowlic CDP,-
AZ,Crozier CDP,45208
AZ,Crystal Beach CDP,38625
AZ,Cutter CDP,-
AZ,Dateland CDP,45417
AZ,Deer Creek CDP,55179
AZ,Del Muerto CDP,(X)
AZ,Dennehotso CDP,23500
AZ,Desert Hills CDP,30513
AZ,Dewey-Humboldt town,44167
AZ,Dilkon CDP,30833
AZ,Dolan Springs CDP,19615
AZ,Doney Park CDP,82806
AZ,Donovan Estates CDP,37938
AZ,Douglas,27975
AZ,Dragoon CDP,65074
AZ,Drexel Heights CDP,45617
AZ,Dripping Springs CDP,32222
AZ,Drysdale CDP,13750
AZ,Dudleyville CDP,56518
AZ,Duncan town,29400
AZ,Eagar town,50675
AZ,East Fork CDP,15994
AZ,East Globe CDP,101313
AZ,East Verde Estates CDP,34408
AZ,Ehrenberg CDP,37125
AZ,El Capitan CDP,74028
AZ,Elephant Head CDP,70060
AZ,Elfrida CDP,38750
AZ,Elgin CDP,73214
AZ,El Mirage,50326
AZ,Eloy,31033
AZ,El Prado Estates CDP,33750
AZ,First Mesa CDP,23790
AZ,Flagstaff,48680
AZ,Florence town,47891
AZ,Flowing Springs CDP,(X)
AZ,Flowing Wells CDP,34138
AZ,Fort Apache CDP,110250
AZ,Fort Defiance CDP,33264
AZ,Fort Mohave CDP,42418
AZ,Fort Thomas CDP,50125
AZ,Fortuna Foothills CDP,50504
AZ,Fort Valley CDP,111345
AZ,Fountain Hills town,73272
AZ,Franklin CDP,(X)
AZ,Fredonia town,46490
AZ,Freedom Acres CDP,43472
AZ,Gadsden CDP,(X)
AZ,Ganado CDP,30556
AZ,Geronimo Estates CDP,-
AZ,Gila Bend town,29795
AZ,Gila Crossing CDP,35500
AZ,Gilbert town,82424
AZ,Gisela CDP,35444
AZ,Glendale,46776
AZ,Globe,42405
AZ,Gold Canyon CDP,67876
AZ,Golden Shores CDP,29118
AZ,Golden Valley CDP,33639
AZ,Goodyear,70323
AZ,Goodyear Village CDP,22361
AZ,Grand Canyon Village CDP,38137
AZ,Grand Canyon West CDP,-
AZ,Greasewood CDP,27222
AZ,Green Valley CDP,46682
AZ,Greer CDP,-
AZ,Guadalupe town,29375
AZ,Gu Oidak CDP,35625
AZ,Hackberry CDP,43750
AZ,Haigler Creek CDP,-
AZ,Haivana Nakya CDP,(X)
AZ,Hard Rock CDP,(X)
AZ,Hayden town,38167
AZ,Heber-Overgaard CDP,30114
AZ,Holbrook,50240
AZ,Hondah CDP,48125
AZ,Hotevilla-Bacavi CDP,41467
AZ,Houck CDP,20060
AZ,Huachuca town,31058
AZ,Hunter Creek CDP,-
AZ,Icehouse Canyon CDP,30714
AZ,Indian Wells CDP,28333
AZ,Jakes Corner CDP,(X)
AZ,Jeddito CDP,22917
AZ,Jerome town,30000
AZ,Joseph CDP,45341
AZ,Kachina Village CDP,52668
AZ,Kaibab CDP,19375
AZ,Kaibito CDP,33083
AZ,Kaka CDP,(X)
AZ,Katherine CDP,33611
AZ,Kayenta CDP,28828
AZ,Keams Canyon CDP,(X)
AZ,Kearny town,43563
AZ,Kingman,43246
AZ,Kino Springs CDP,33571
AZ,Klagetoh CDP,21875
AZ,Kohatk CDP,-
AZ,Kohls Ranch CDP,(X)
AZ,Komatke CDP,26146
AZ,Ko Vaya CDP,-
AZ,Kykotsmovi Village CDP,32381
AZ,Lake Havasu,42847
AZ,Lake Montezuma CDP,50014
AZ,Lake of the Woods CDP,38173
AZ,La Paz Valley CDP,39000
AZ,Lazy Y U CDP,123500
AZ,LeChee CDP,55625
AZ,Leupp CDP,30833
AZ,Linden CDP,47944
AZ,Litchfield Park,84191
AZ,Littlefield CDP,-
AZ,Littletown CDP,42500
AZ,Lower Santan Village CDP,7175
AZ,Low Mountain CDP,(X)
AZ,Lukachukai CDP,30074
AZ,Lupton CDP,-
AZ,McConnico CDP,-
AZ,McNary CDP,35000
AZ,McNeal CDP,39167
AZ,Maish Vaya CDP,20625
AZ,Mammoth town,35625
AZ,Many Farms CDP,48958
AZ,Marana town,74438
AZ,Maricopa,65793
AZ,Maricopa Colony CDP,33929
AZ,Martinez Lake CDP,108542
AZ,Mayer CDP,44583
AZ,Mead Ranch CDP,-
AZ,Meadview CDP,25364
AZ,Mesa,48809
AZ,Mesa del Caballo CDP,30273
AZ,Mescal CDP,49388
AZ,Mesquite Creek CDP,41389
AZ,Miami town,40602
AZ,Miracle Valley CDP,37143
AZ,Moccasin CDP,-
AZ,Moenkopi CDP,49762
AZ,Mohave Valley CDP,44105
AZ,Mojave Ranch Estates CDP,(X)
AZ,Morenci CDP,65706
AZ,Morristown CDP,24091
AZ,Mountainaire CDP,57273
AZ,Munds Park CDP,(X)
AZ,Naco CDP,33393
AZ,Nazlini CDP,28750
AZ,Nelson CDP,39028
AZ,New Kingman-Butler CDP,27675
AZ,New River CDP,74920
AZ,Nogales,28044
AZ,Nolic CDP,-
AZ,North Fork CDP,45372
AZ,Nutrioso CDP,-
AZ,Oak Springs CDP,39583
AZ,Oatman CDP,(X)
AZ,Oljato-Monument Valley CDP,18125
AZ,Oracle CDP,54029
AZ,Orange Grove Mobile Manor CDP,23884
AZ,Oro Valley town,77770
AZ,Oxbow Estates CDP,(X)
AZ,Padre Ranchitos CDP,44432
AZ,Page,57161
AZ,Palominas CDP,(X)
AZ,Paradise Valley town,151184
AZ,Parker town,43271
AZ,Parker Strip CDP,52132
AZ,Parks CDP,55185
AZ,Patagonia town,19157
AZ,Paulden CDP,42794
AZ,Payson town,42856
AZ,Peach Springs CDP,34044
AZ,Peeples Valley CDP,49545
AZ,Peoria,65314
AZ,Peridot CDP,40500
AZ,Phoenix,47326
AZ,Picacho CDP,36250
AZ,Picture Rocks CDP,55643
AZ,Pima town,47277
AZ,Pimaco Two CDP,31438
AZ,Pinal CDP,(X)
AZ,Pine CDP,62550
AZ,Pinedale CDP,58534
AZ,Pine Lake CDP,-
AZ,Pinetop Country Club CDP,62850
AZ,Pinetop-Lakeside town,58875
AZ,Pinion Pines CDP,69605
AZ,Pinon CDP,36161
AZ,Pirtleville CDP,18125
AZ,Pisinemo CDP,26250
AZ,Poston CDP,23988
AZ,Prescott,44846
AZ,Prescott Valley town,42571
AZ,Quartzsite town,29863
AZ,Queen Creek town,83678
AZ,Queen Valley CDP,38500
AZ,Rainbow CDP,39000
AZ,Rancho Mesa Verde CDP,21891
AZ,Red Mesa CDP,42321
AZ,Red Rock CDP (Apache County),25625
AZ,Red Rock CDP (Pinal County),57917
AZ,Rillito CDP,-
AZ,Rincon Valley CDP,89000
AZ,Rio Rico CDP,50773
AZ,Rio Verde CDP,101855
AZ,Rock House CDP,-
AZ,Rock Point CDP,26607
AZ,Roosevelt CDP,-
AZ,Rough Rock CDP,39464
AZ,Round Rock CDP,24167
AZ,Round Valley CDP,81360
AZ,Rye CDP,(X)
AZ,Sacate Village CDP,(X)
AZ,Sacaton CDP,30147
AZ,Sacaton Flats Village CDP,29643
AZ,Saddlebrooke CDP,67834
AZ,Safford,46277
AZ,Sahuarita town,66339
AZ,St. David CDP,42941
AZ,St. Johns,39348
AZ,St. Johns CDP,32188
AZ,St. Michaels CDP,42206
AZ,Salome CDP,32175
AZ,San Carlos CDP,25363
AZ,Sanders CDP,21125
AZ,San Jose CDP,43375
AZ,San Luis,30637
AZ,San Manuel CDP,43629
AZ,San Miguel CDP,26719
AZ,San Simon CDP,34531
AZ,Santa Cruz CDP,-
AZ,San Tan Valley CDP,59769
AZ,Santa Rosa CDP,27279
AZ,Sawmill CDP,25750
AZ,Scenic CDP,33735
AZ,Scottsdale,73288
AZ,Seba Dalkai CDP,28750
AZ,Second Mesa CDP,31974
AZ,Sedona,55135
AZ,Sehili CDP,(X)
AZ,Seligman CDP,(X)
AZ,Sells CDP,24063
AZ,Seven Mile CDP,17344
AZ,Shongopovi CDP,39583
AZ,Shonto CDP,35357
AZ,Show Low,42614
AZ,Sierra Vista,59091
AZ,Sierra Vista Southeast CDP,52026
AZ,Six Shooter Canyon CDP,52448
AZ,Snowflake town,51938
AZ,So-Hi CDP,22750
AZ,Solomon CDP,51875
AZ,Somerton,31540
AZ,Sonoita CDP,83229
AZ,South Komelik CDP,18167
AZ,South Tucson,21964
AZ,Springerville town,35104
AZ,Spring Valley CDP,43083
AZ,Stanfield CDP,4511
AZ,Star Valley town,26746
AZ,Steamboat CDP,22625
AZ,Stotonic Village CDP,8750
AZ,Strawberry CDP,42422
AZ,Summerhaven CDP,-
AZ,Summit CDP,28935
AZ,Sun CDP,36365
AZ,Sun West CDP,44614
AZ,Sunizona CDP,24875
AZ,Sun Lakes CDP,51384
AZ,Sun Valley CDP,13151
AZ,Sunwest CDP,-
AZ,Supai CDP,-
AZ,Superior town,41367
AZ,Surprise,59916
AZ,Sweet Water Village CDP,53235
AZ,Swift Trail Junction CDP,47226
AZ,Tacna CDP,31815
AZ,Tanque Verde CDP,92488
AZ,Tat Momoli CDP,-
AZ,Taylor town,53918
AZ,Teec Nos Pos CDP,30625
AZ,Tees Toh CDP,25625
AZ,Tempe,49012
AZ,Thatcher town,44167
AZ,Theba CDP,32813
AZ,Three Points CDP,36681
AZ,Tolani Lake CDP,21458
AZ,Tolleson,31388
AZ,Tombstone,32140
AZ,Tonalea CDP,23750
AZ,Tonopah CDP,-
AZ,Tonto Basin CDP,31944
AZ,Tonto Village CDP,57000
AZ,Topawa CDP,15313
AZ,Topock CDP,-
AZ,Top-of-the-World CDP,77689
AZ,Toyei CDP,-
AZ,Truxton CDP,30673
AZ,Tsaile CDP,30833
AZ,Tubac CDP,49821
AZ,Tuba CDP,47091
AZ,Tucson,37149
AZ,Tucson Estates CDP,43919
AZ,Tumacacori-Carmen CDP,29861
AZ,Turkey Creek CDP,46429
AZ,Tusayan town,36094
AZ,Upper Santan Village CDP,(X)
AZ,Utting CDP,50441
AZ,Vail CDP,81894
AZ,Vaiva Vo CDP,-
AZ,Valencia West CDP,56264
AZ,Valentine CDP,(X)
AZ,Valle CDP,24400
AZ,Valle Vista CDP,52083
AZ,Ventana CDP,2500
AZ,Verde Village CDP,45254
AZ,Vernon CDP,-
AZ,Vicksburg CDP,36908
AZ,Village of Oak Creek (Big Park) CDP,58882
AZ,Wagon Wheel CDP,46771
AZ,Wahak Hotrontk CDP,(X)
AZ,Wall Lane CDP,30000
AZ,Walnut Creek CDP,41250
AZ,Washington Park CDP,46467
AZ,Wellton town,42869
AZ,Wellton Hills CDP,31696
AZ,Wenden CDP,28000
AZ,Wet Camp Village CDP,32031
AZ,Wheatfields CDP,40000
AZ,Whetstone CDP,55694
AZ,Whispering Pines CDP,34286
AZ,Whitecone CDP,20673
AZ,White Hills CDP,48977
AZ,White Mountain Lake CDP,24297
AZ,Whiteriver CDP,23571
AZ,Why CDP,(X)
AZ,Wickenburg town,39148
AZ,Wide Ruins CDP,-
AZ,Wikieup CDP,22500
AZ,Wilhoit CDP,34167
AZ,Willcox,42045
AZ,Williams,40200
AZ,Williamson CDP,67804
AZ,Willow Canyon CDP,-
AZ,Willow Valley CDP,33591
AZ,Window Rock CDP,42202
AZ,Winkelman town,41250
AZ,Winslow,34211
AZ,Winslow West CDP,23393
AZ,Wintersburg CDP,68702
AZ,Wittmann CDP,(X)
AZ,Woodruff CDP,-
AZ,Yarnell CDP,26389
AZ,York CDP,41336
AZ,Young CDP,48281
AZ,Youngtown town,38205
AZ,Yucca CDP,27857
AZ,Yuma,43754
AR,Adona,(X)
AR,Alexander,37882
AR,Alicia town,16389
AR,Allport town,22222
AR,Alma,48859
AR,Almyra town,41042
AR,Alpena town,26250
AR,Altheimer,35438
AR,Altus,30956
AR,Amagon town,23750
AR,Amity,28611
AR,Anthonyville town,19400
AR,Antoine town,40000
AR,Arkadelphia,28581
AR,Arkansas,38250
AR,Ashdown,33696
AR,Ash Flat,22946
AR,Atkins,40122
AR,Aubrey town,(X)
AR,Augusta,28495
AR,Austin,70652
AR,Avilla CDP,59806
AR,Avoca town,54375
AR,Bald Knob,30913
AR,Banks town,21500
AR,Barling,36491
AR,Bassett town,27143
AR,Batesville,38092
AR,Bauxite town,36548
AR,Bay,35984
AR,Bearden,25417
AR,Beaver town,42143
AR,Beebe,36558
AR,Beedeville town,22083
AR,Bella Vista,61290
AR,Bellefonte town,36964
AR,Belleville,35000
AR,Ben Lomond town,25972
AR,Benton,51778
AR,Bentonville,71941
AR,Bergman town,41339
AR,Berryville,35327
AR,Bethel Heights,52426
AR,Bigelow town,33750
AR,Big Flat town,(X)
AR,Biggers town,37813
AR,Birdsong town,30833
AR,Black Oak town,37386
AR,Black Rock,28355
AR,Black Springs town,26250
AR,Blevins,34875
AR,Blue Eye town,(X)
AR,Blue Mountain town,(X)
AR,Bluff town,22083
AR,Blytheville,32958
AR,Bodcaw town,46563
AR,Bonanza,46071
AR,Bono,36875
AR,Booneville,26878
AR,Bradford,28125
AR,Bradley,15179
AR,Branch,28958
AR,Briarcliff,41250
AR,Brinkley,23112
AR,Brookland,40625
AR,Bryant,60162
AR,Buckner,35625
AR,Bull Shoals,35737
AR,Burdette town,50000
AR,Cabot,57790
AR,Caddo Valley town,42105
AR,Caldwell town,33623
AR,Cale town,27813
AR,Calico Rock,20526
AR,Calion,35833
AR,Camden,25256
AR,Cammack Village,63750
AR,Campbell Station,50833
AR,Caraway,37917
AR,Carlisle,47069
AR,Carthage,41364
AR,Casa town,45313
AR,Cash town,29643
AR,Caulksville town,33125
AR,Cave,26194
AR,Cave Springs,68462
AR,Cedarville,50313
AR,Center Ridge CDP,35000
AR,Centerton,56552
AR,Central town,37875
AR,Charleston,41607
AR,Cherokee CDP,-
AR,Cherokee Village,34023
AR,Cherry Valley,40521
AR,Chester town,20500
AR,Chidester,21875
AR,Clarendon,19471
AR,Clarkedale,84712
AR,Clarksville,31452
AR,Clinton,33882
AR,Coal Hill,33438
AR,College,33750
AR,College Station CDP,24130
AR,Colt,27656
AR,Concord town,36250
AR,Conway,47504
AR,Corinth town,88056
AR,Corning,26660
AR,Cotter,32305
AR,Cotton Plant,20583
AR,Cove town,35833
AR,Coy town,(X)
AR,Crawfordsville town,42083
AR,Crossett,31193
AR,Cushman,28641
AR,Daisy town,37083
AR,Damascus town,43875
AR,Danville,35365
AR,Dardanelle,29962
AR,Datto town,40625
AR,Decatur,34457
AR,Delaplaine town,(X)
AR,Delight,25714
AR,Dell town,29375
AR,Dennard CDP,17377
AR,Denning town,38750
AR,De Queen,30048
AR,Dermott,21017
AR,Des Arc,27804
AR,De Valls Bluff,20833
AR,DeWitt,31000
AR,Diamond,28438
AR,Diaz,30144
AR,Dierks,32083
AR,Donaldson town,27500
AR,Dover,33917
AR,Dumas,21875
AR,Dyer,45536
AR,Dyess town,42250
AR,Earle,23098
AR,East Camden town,30524
AR,East End CDP,49420
AR,Edmondson town,26750
AR,Egypt town,38393
AR,Elaine,20156
AR,El Dorado,34239
AR,Elkins,48125
AR,Elm Springs,67700
AR,Emerson town,28750
AR,Emmet,34844
AR,England,31577
AR,Enola town,49167
AR,Etowah town,33750
AR,Eudora,20104
AR,Eureka Springs,34208
AR,Evening Shade,32031
AR,Everton town,45417
AR,Fairfield Bay,34455
AR,Fargo town,39750
AR,Farmington,50609
AR,Fayetteville,39432
AR,Felsenthal town,31964
AR,Fifty-Six,45625
AR,Fisher,41000
AR,Flippin,25033
AR,Fordyce,31074
AR,Foreman,37250
AR,Forrest,31322
AR,Fort Smith,35096
AR,Fouke,28571
AR,Fountain Hill town,28125
AR,Fountain Lake town,48125
AR,Fourche town,34531
AR,Franklin town,43000
AR,Fredonia (Biscoe) town,31875
AR,Friendship town,41875
AR,Fulton town,29063
AR,Garfield town,49479
AR,Garland town,17500
AR,Garner town,49375
AR,Gassville,33500
AR,Gateway town,45750
AR,Gentry,38902
AR,Georgetown town,37500
AR,Gibson CDP,56460
AR,Gilbert town,(X)
AR,Gillett,40938
AR,Gillham town,35208
AR,Gilmore,24653
AR,Glenwood,31756
AR,Goshen town,105208
AR,Gosnell,39583
AR,Gould,16458
AR,Grady,14479
AR,Grannis,40690
AR,Gravette,41757
AR,Greenbrier,48250
AR,Green Forest,37981
AR,Greenland,55521
AR,Greenway,40417
AR,Greenwood,51906
AR,Greers Ferry,31810
AR,Griffithville town,25625
AR,Grubbs,37656
AR,Guion town,28214
AR,Gum Springs town,25500
AR,Gurdon,36150
AR,Guy,50375
AR,Hackett,31696
AR,Hagarville CDP,(X)
AR,Hamburg,30563
AR,Hampton,26222
AR,Hardy,16520
AR,Harrell town,28438
AR,Harrisburg,30030
AR,Harrison,32323
AR,Hartford,28646
AR,Hartman,27917
AR,Haskell,57331
AR,Hatfield town,20323
AR,Havana,41875
AR,Haynes town,30625
AR,Hazen,34231
AR,Heber Springs,43990
AR,Hector town,38036
AR,Helena-West Helena,22055
AR,Hensley CDP,(X)
AR,Hermitage,16250
AR,Hickory Ridge,31875
AR,Higden town,53750
AR,Higginson town,48350
AR,Highfill town,49875
AR,Highland,40900
AR,Hindsville town,38750
AR,Holiday Island CDP,37944
AR,Holland,50089
AR,Holly Grove,26696
AR,Hope,24611
AR,Horatio,28654
AR,Horseshoe Bend,26528
AR,Horseshoe Lake town,30893
AR,Hot Springs,29836
AR,Hot Springs Village CDP,54936
AR,Houston town,45500
AR,Hoxie,27201
AR,Hughes,18547
AR,Humnoke,39844
AR,Humphrey,34318
AR,Hunter town,20313
AR,Huntington,26771
AR,Huntsville,26098
AR,Huttig,30179
AR,Imboden town,30625
AR,Jacksonport town,21250
AR,Jacksonville,41006
AR,Jasper,24028
AR,Jennette town,23750
AR,Jericho town,28750
AR,Jerome town,(X)
AR,Johnson,47135
AR,Joiner,17250
AR,Jonesboro,41688
AR,Judsonia,27398
AR,Junction,45556
AR,Keiser,32500
AR,Kensett,26086
AR,Keo town,41528
AR,Kibler,38000
AR,Kingsland,29038
AR,Kirby CDP,33011
AR,Knobel,28333
AR,Knoxville town,33889
AR,Lafe town,33438
AR,LaGrange town,18750
AR,Lake,37226
AR,Lake Hamilton CDP,55427
AR,Lakeview,38523
AR,Lake View,15956
AR,Lake Village,30486
AR,Lamar,35411
AR,Landmark CDP,40850
AR,Lavaca,51667
AR,Leachville,38500
AR,Lead Hill town,24250
AR,Leola town,27250
AR,Lepanto,24550
AR,Leslie,19643
AR,Letona town,32250
AR,Lewisville,21553
AR,Lexa town,38958
AR,Lincoln,23692
AR,Little Flock,44931
AR,Little Rock,46085
AR,Lockesburg,28882
AR,London,32390
AR,Lonoke,43366
AR,Lonsdale town,51250
AR,Lost Bridge Village CDP,74028
AR,Louann town,30000
AR,Lowell,53676
AR,Luxora,25050
AR,Lynn town,30795
AR,McAlmont CDP,33844
AR,McCaskill town,26250
AR,McCrory,25234
AR,McDougal town,31250
AR,McGehee,22963
AR,McNab town,43000
AR,McNeil,20134
AR,McRae,31964
AR,Madison,19602
AR,Magazine,36875
AR,Magness town,26875
AR,Magnet Cove CDP,74330
AR,Magnolia,34163
AR,Malvern,26667
AR,Mammoth Spring,25500
AR,Manila,30114
AR,Mansfield,40947
AR,Marianna,25875
AR,Marie town,(X)
AR,Marion,61669
AR,Marked Tree,22674
AR,Marmaduke,31379
AR,Marshall,27216
AR,Marvell,20982
AR,Maumelle,77574
AR,Mayflower,42798
AR,Maynard town,26250
AR,Maysville CDP,-
AR,Melbourne,31890
AR,Mena,28509
AR,Menifee town,44167
AR,Midland town,(X)
AR,Midway CDP,24597
AR,Midway town,44107
AR,Mineral Springs,33438
AR,Minturn town,30313
AR,Mitchellville,18393
AR,Monette,49732
AR,Monticello,25123
AR,Montrose,27708
AR,Moorefield town,46250
AR,Moro town,34821
AR,Morrilton,27662
AR,Morrison Bluff town,31250
AR,Mountainburg,33125
AR,Mountain Home,33255
AR,Mountain Pine,31333
AR,Mountain View,23750
AR,Mount Ida,38631
AR,Mount Pleasant town,32083
AR,Mount Vernon town,48125
AR,Mulberry,27229
AR,Murfreesboro,26724
AR,Nashville,29874
AR,Natural Steps CDP,58854
AR,Newark,34306
AR,New Blaine CDP,53167
AR,New Edinburg CDP,(X)
AR,Newport,27838
AR,Nimmons town,21250
AR,Norfork,35066
AR,Norman town,25625
AR,Norphlet,35469
AR,North Crossett CDP,36163
AR,North Little Rock,39591
AR,Oak Grove town,36625
AR,Oak Grove Heights town,52500
AR,Oakhaven town,51875
AR,Oden town,45750
AR,Ogden,51250
AR,Oil Trough town,35625
AR,O'Kean town,23056
AR,Okolona town,35313
AR,Ola,(X)
AR,Omaha town,17125
AR,Oppelo,42500
AR,Osceola,29359
AR,Oxford,31250
AR,Ozan town,24375
AR,Ozark,31555
AR,Palestine,35648
AR,Pangburn,33750
AR,Paragould,40340
AR,Paris,32647
AR,Parkdale,18333
AR,Parkin,18563
AR,Patmos town,41250
AR,Patterson,31125
AR,Peach Orchard,26042
AR,Pea Ridge,55426
AR,Perla town,27656
AR,Perry town,39063
AR,Perrytown town,35000
AR,Perryville,37137
AR,Piggott,28358
AR,Pindall town,25000
AR,Pine Bluff,30719
AR,Pineville town,28125
AR,Piney CDP,27963
AR,Plainview,49821
AR,Pleasant Plains town,32386
AR,Plumerville,37083
AR,Pocahontas,31765
AR,Pollard,35000
AR,Portia town,24625
AR,Portland,29375
AR,Pottsville,45700
AR,Powhatan town,29750
AR,Poyen town,42750
AR,Prairie Creek CDP,51522
AR,Prairie Grove,58177
AR,Prattsville town,51806
AR,Prescott,26220
AR,Pyatt town,33438
AR,Quitman,30341
AR,Ratcliff,38750
AR,Ravenden town,27596
AR,Ravenden Springs town,31025
AR,Reader CDP,-
AR,Rector,33156
AR,Redfield,53393
AR,Reed town,13750
AR,Reyno,23194
AR,Rison,23750
AR,Rockport,40605
AR,Rockwell CDP,58882
AR,Roe town,33125
AR,Rogers,52943
AR,Roland CDP,31675
AR,Rondo town,16250
AR,Rose Bud town,62222
AR,Rosston town,30000
AR,Rudy town,36250
AR,Russell town,29375
AR,Russellville,35541
AR,Rye CDP,(X)
AR,St. Charles town,47500
AR,St. Francis,24167
AR,St. Joe town,32813
AR,St. Paul town,31750
AR,Salem,24330
AR,Salem CDP,55495
AR,Salesville,38125
AR,Scott CDP,-
AR,Scranton,32045
AR,Searcy,40561
AR,Sedgwick town,44583
AR,Shannon Hills,54375
AR,Sheridan,45966
AR,Sherrill town,23750
AR,Sherwood,58245
AR,Shirley town,25313
AR,Sidney town,31250
AR,Siloam Springs,43431
AR,Smackover,34524
AR,Smithville town,46875
AR,South Lead Hill town,41250
AR,Southside,34694
AR,Sparkman,26607
AR,Springdale,42319
AR,Springtown town,30625
AR,Stamps,25848
AR,Star,23958
AR,Staves CDP,54375
AR,Stephens,32875
AR,Strawberry town,39844
AR,Strong,19931
AR,Stuttgart,35349
AR,Subiaco town,42500
AR,Success town,25000
AR,Sulphur Rock town,25114
AR,Sulphur Springs,23088
AR,Sulphur Springs CDP,50250
AR,Summit,20357
AR,Sunset town,16786
AR,Sweet Home CDP,34615
AR,Swifton,27054
AR,Taylor,35000
AR,Texarkana,38292
AR,Thornton,39875
AR,Tillar,51000
AR,Tinsman town,(X)
AR,Tollette town,27250
AR,Tontitown,71645
AR,Traskwood,48250
AR,Trumann,29303
AR,Tuckerman,36591
AR,Tull town,46625
AR,Tumbling Shoals CDP,56023
AR,Tupelo town,35625
AR,Turrell,17353
AR,Twin Groves town,31063
AR,Tyronza,36094
AR,Ulm town,35417
AR,Valley Springs town,41786
AR,Van Buren,39414
AR,Vandervoort town,18750
AR,Victoria town,(X)
AR,Vilonia,66277
AR,Viola town,38214
AR,Wabbaseka town,19875
AR,Waldenburg town,(X)
AR,Waldo,18505
AR,Waldron,27130
AR,Walnut Ridge,34567
AR,Ward,46655
AR,Warren,28938
AR,Washington,36875
AR,Watson,21250
AR,Weiner,40500
AR,Weldon town,25625
AR,West Crossett CDP,42788
AR,Western Grove town,38750
AR,West Fork,44006
AR,West Memphis,30627
AR,West Point town,38333
AR,Wheatley,38636
AR,Whelen Springs town,35000
AR,White Hall,61477
AR,Wickes town,21845
AR,Widener town,26406
AR,Wiederkehr Village,58750
AR,Williford town,(X)
AR,Willisville town,38750
AR,Wilmar,34500
AR,Wilmot,22188
AR,Wilson,48000
AR,Wilton,29792
AR,Winchester town,15750
AR,Winslow,37917
AR,Winthrop,51250
AR,Woodlawn CDP,(X)
AR,Woodson CDP,29185
AR,Wooster town,60417
AR,Wrightsville,31563
AR,Wynne,39015
AR,Yarborough Landing CDP,35917
AR,Yellville,29402
AR,Zinc town,18125
CA,Acalanes Ridge CDP,156953
CA,Acampo CDP,152713
CA,Acton CDP,89150
CA,Adelanto,33298
CA,Adin CDP,(X)
CA,Agoura Hills,113658
CA,Agua Dulce CDP,99638
CA,Aguanga CDP,43505
CA,Ahwahnee CDP,62715
CA,Airport CDP,32845
CA,Alameda,79312
CA,Alamo CDP,165070
CA,Albany,79596
CA,Albion CDP,(X)
CA,Alderpoint CDP,33015
CA,Alhambra,53582
CA,Alhambra Valley CDP,116250
CA,Aliso Viejo,102367
CA,Alleghany CDP,-
CA,Allendale CDP,121875
CA,Allensworth CDP,28929
CA,Almanor CDP,-
CA,Alondra Park CDP,56631
CA,Alpaugh CDP,27222
CA,Alpine CDP,77883
CA,Alpine Village CDP,66667
CA,Alta CDP,54773
CA,Altadena CDP,86050
CA,Alta Sierra CDP,61167
CA,Alto CDP,61283
CA,Alturas,29730
CA,Alum Rock CDP,70346
CA,Amador,43750
CA,American Canyon,75997
CA,Amesti CDP,49015
CA,Anaheim,60752
CA,Anchor Bay CDP,63967
CA,Anderson,32536
CA,Angels,57829
CA,Angwin CDP,61531
CA,Antelope CDP,63607
CA,Antioch,64329
CA,Anza CDP,34153
CA,Apple Valley town,47938
CA,Aptos CDP,81180
CA,Aptos Hills-Larkin Valley CDP,82500
CA,Arbuckle CDP,51641
CA,Arcadia,79934
CA,Arcata,29435
CA,Arden-Arcade CDP,45489
CA,Armona CDP,35500
CA,Arnold CDP,52034
CA,Aromas CDP,76970
CA,Arroyo Grande,62032
CA,Artesia,60749
CA,Artois CDP,60500
CA,Arvin,35609
CA,Ashland CDP,45621
CA,Aspen Springs CDP,-
CA,Atascadero,66607
CA,Atherton town,250000
CA,Atwater,41414
CA,Auberry CDP,40417
CA,Auburn,53984
CA,Auburn Lake Trails CDP,100875
CA,August CDP,31763
CA,Avalon,59191
CA,Avenal,32432
CA,Avery CDP,50647
CA,Avila Beach CDP,74125
CA,Avocado Heights CDP,71148
CA,Azusa,53135
CA,Baker CDP,30750
CA,Bakersfield,57095
CA,Baldwin Park,51742
CA,Ballard CDP,98125
CA,Ballico CDP,28571
CA,Bangor CDP,41307
CA,Banning,40405
CA,Barstow,39632
CA,Bass Lake CDP,27045
CA,Bay Point CDP,44745
CA,Bayview CDP (Contra Costa County),74934
CA,Bayview CDP (Humboldt County),33583
CA,Beale AFB CDP,38786
CA,Bear Creek CDP,(X)
CA,Bear Valley CDP (Alpine County),(X)
CA,Bear Valley CDP (Mariposa County),(X)
CA,Bear Valley Springs CDP,83159
CA,Beaumont,64830
CA,Beckwourth CDP,(X)
CA,Belden CDP,-
CA,Bell,37269
CA,Bella Vista CDP,51690
CA,Bell Canyon CDP,208571
CA,Bellflower,48823
CA,Bell Gardens,37882
CA,Belmont,109631
CA,Belvedere,169659
CA,Benbow CDP,46510
CA,Bend CDP,51823
CA,Benicia,88394
CA,Ben Lomond CDP,70266
CA,Benton CDP,(X)
CA,Berkeley,66237
CA,Bermuda Dunes CDP,60020
CA,Berry Creek CDP,38810
CA,Bertsch-Oceanview CDP,35980
CA,Bethel Island CDP,35988
